pincode,state,district,age_0_5,age_5_17,age_18_greater,demo_age_5_17,demo_age_17_,bio_age_5_17,bio_age_17_,Migration_Score,Birth_Activity,Compliance_Gap
742402,WEST BENGAL,MURSHIDABAD,60.0,7.0,0.0,58.0,1023.0,435.0,424.0,1023.0,60.0,-428.0
742403,WEST BENGAL,MURSHIDABAD,11.0,0.0,0.0,17.0,273.0,87.0,60.0,273.0,11.0,-87.0
742404,WEST BENGAL,MURSHIDABAD,88.0,11.0,0.0,131.0,1554.0,749.0,699.0,1554.0,88.0,-738.0
742405,WEST BENGAL,MURSHIDABAD,208.0,28.0,0.0,179.0,1852.0,1175.0,1844.0,1852.0,208.0,-1147.0
742406,WEST BENGAL,MURSHIDABAD,396.0,53.0,1.0,337.0,4502.0,1808.0,1962.0,4502.0,396.0,-1755.0
742407,WEST BENGAL,MURSHIDABAD,6.0,1.0,1.0,11.0,147.0,44.0,46.0,147.0,6.0,-43.0
743122,WEST BENGAL,NORTH 24 PARGANAS,25.0,4.0,2.0,14.0,649.0,241.0,377.0,649.0,25.0,-237.0
743123,WEST BENGAL,NORTH 24 PARGANAS,11.0,7.0,0.0,5.0,258.0,128.0,146.0,258.0,11.0,-121.0
743124,WEST BENGAL,NORTH 24 PARGANAS,0.0,0.0,1.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0
743125,WEST BENGAL,NORTH 24 PARGANAS,96.0,55.0,5.0,137.0,2498.0,497.0,845.0,2498.0,96.0,-442.0
743126,WEST BENGAL,NORTH 24 PARGANAS,357.0,119.0,22.0,334.0,5872.0,1661.0,2749.0,5872.0,357.0,-1542.0
743127,WEST BENGAL,NORTH 24 PARGANAS,292.0,229.0,40.0,214.0,4854.0,1054.0,1696.0,4854.0,292.0,-825.0
743128,WEST BENGAL,NORTH 24 PARGANAS,17.0,6.0,4.0,4.0,464.0,143.0,312.0,464.0,17.0,-137.0
743129,WEST BENGAL,NORTH 24 PARGANAS,17.0,7.0,1.0,26.0,576.0,189.0,248.0,576.0,17.0,-182.0
743130,WEST BENGAL,NORTH 24 PARGANAS,49.0,5.0,0.0,7.0,329.0,91.0,70.0,329.0,49.0,-86.0
743133,WEST BENGAL,NORTH 24 PARGANAS,53.0,27.0,6.0,44.0,1236.0,452.0,789.0,1236.0,53.0,-425.0
743134,WEST BENGAL,NORTH 24 PARGANAS,29.0,9.0,5.0,27.0,656.0,222.0,318.0,656.0,29.0,-213.0
743135,WEST BENGAL,NORTH 24 PARGANAS,84.0,48.0,8.0,120.0,2558.0,665.0,1296.0,2558.0,84.0,-617.0
743136,WEST BENGAL,NORTH 24 PARGANAS,27.0,14.0,6.0,20.0,549.0,201.0,325.0,549.0,27.0,-187.0
743144,WEST BENGAL,NORTH 24 PARGANAS,44.0,24.0,3.0,37.0,1436.0,429.0,816.0,1436.0,44.0,-405.0
743145,WEST BENGAL,NORTH 24 PARGANAS,320.0,180.0,35.0,164.0,3983.0,1326.0,2016.0,3983.0,320.0,-1146.0
743165,WEST BENGAL,NORTH 24 PARGANAS,47.0,34.0,10.0,68.0,2366.0,579.0,1175.0,2366.0,47.0,-545.0
743166,WEST BENGAL,NORTH 24 PARGANAS,157.0,61.0,3.0,77.0,2070.0,774.0,1032.0,2070.0,157.0,-713.0
743193,WEST BENGAL,NORTH 24 PARGANAS,19.0,3.0,0.0,23.0,359.0,127.0,172.0,359.0,19.0,-124.0
743194,WEST BENGAL,NORTH 24 PARGANAS,18.0,5.0,0.0,11.0,231.0,56.0,59.0,231.0,18.0,-51.0
743195,WEST BENGAL,NORTH 24 PARGANAS,15.0,0.0,0.0,8.0,124.0,7.0,10.0,124.0,15.0,-7.0
743221,WEST BENGAL,NORTH 24 PARGANAS,394.0,55.0,5.0,139.0,2407.0,1074.0,1221.0,2407.0,394.0,-1019.0
743222,WEST BENGAL,NORTH 24 PARGANAS,153.0,31.0,2.0,86.0,1964.0,779.0,996.0,1964.0,153.0,-748.0
743223,WEST BENGAL,NORTH 24 PARGANAS,16.0,8.0,0.0,11.0,237.0,83.0,154.0,237.0,16.0,-75.0
743232,WEST BENGAL,NORTH 24 PARGANAS,207.0,51.0,14.0,175.0,2844.0,764.0,840.0,2844.0,207.0,-713.0
743233,WEST BENGAL,NORTH 24 PARGANAS,46.0,15.0,7.0,49.0,1000.0,429.0,565.0,1000.0,46.0,-414.0
743234,WEST BENGAL,NORTH 24 PARGANAS,218.0,41.0,19.0,150.0,2324.0,1288.0,1189.0,2324.0,218.0,-1247.0
743235,WEST BENGAL,NORTH 24 PARGANAS,590.0,130.0,49.0,344.0,7022.0,1997.0,2256.0,7022.0,590.0,-1867.0
743245,WEST BENGAL,NORTH 24 PARGANAS,392.0,118.0,40.0,311.0,4402.0,1794.0,1471.0,4402.0,392.0,-1676.0
743246,WEST BENGAL,NORTH 24 PARGANAS,4.0,2.0,0.0,6.0,39.0,14.0,5.0,39.0,4.0,-12.0
743247,WEST BENGAL,NORTH 24 PARGANAS,250.0,59.0,2.0,247.0,4388.0,1183.0,1024.0,4388.0,250.0,-1124.0
743248,WEST BENGAL,NORTH 24 PARGANAS,328.0,166.0,61.0,129.0,2738.0,1324.0,1649.0,2738.0,328.0,-1158.0
743249,WEST BENGAL,NORTH 24 PARGANAS,375.0,137.0,61.0,187.0,2574.0,1183.0,1207.0,2574.0,375.0,-1046.0
743251,WEST BENGAL,NORTH 24 PARGANAS,747.0,118.0,38.0,258.0,4654.0,1333.0,1353.0,4654.0,747.0,-1215.0
743252,WEST BENGAL,NORTH 24 PARGANAS,125.0,30.0,17.0,118.0,2294.0,490.0,553.0,2294.0,125.0,-460.0
743262,WEST BENGAL,NORTH 24 PARGANAS,566.0,70.0,29.0,148.0,2910.0,939.0,1000.0,2910.0,566.0,-869.0
743263,WEST BENGAL,NORTH 24 PARGANAS,666.0,336.0,103.0,153.0,2994.0,2008.0,3348.0,2994.0,666.0,-1672.0
743268,WEST BENGAL,NORTH 24 PARGANAS,7.0,5.0,3.0,3.0,136.0,19.0,49.0,136.0,7.0,-14.0
743269,WEST BENGAL,NORTH TWENTY FOUR PARGANAS,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,-1.0
743270,WEST BENGAL,NORTH 24 PARGANAS,156.0,31.0,14.0,160.0,1837.0,407.0,434.0,1837.0,156.0,-376.0
743271,WEST BENGAL,NORTH 24 PARGANAS,142.0,44.0,21.0,96.0,1632.0,629.0,822.0,1632.0,142.0,-585.0
743272,WEST BENGAL,NORTH 24 PARGANAS,115.0,33.0,19.0,97.0,1656.0,833.0,879.0,1656.0,115.0,-800.0
743273,WEST BENGAL,NORTH 24 PARGANAS,349.0,58.0,7.0,191.0,3177.0,1736.0,1769.0,3177.0,349.0,-1678.0
743274,WEST BENGAL,NORTH TWENTY FOUR PARGANAS,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
743286,WEST BENGAL,NORTH 24 PARGANAS,345.0,87.0,1.0,240.0,3270.0,1515.0,1378.0,3270.0,345.0,-1428.0
743287,WEST BENGAL,NORTH 24 PARGANAS,301.0,100.0,83.0,131.0,1466.0,654.0,737.0,1466.0,301.0,-554.0
743289,WEST BENGAL,NORTH 24 PARGANAS,100.0,29.0,16.0,106.0,2087.0,598.0,600.0,2087.0,100.0,-569.0
743290,WEST BENGAL,NORTH 24 PARGANAS,314.0,45.0,4.0,101.0,1626.0,608.0,583.0,1626.0,314.0,-563.0
743291,WEST BENGAL,NORTH 24 PARGANAS,134.0,17.0,0.0,91.0,2031.0,561.0,663.0,2031.0,134.0,-544.0
743292,WEST BENGAL,NORTH 24 PARGANAS,194.0,28.0,4.0,98.0,1666.0,935.0,839.0,1666.0,194.0,-907.0
743293,WEST BENGAL,NORTH 24 PARGANAS,283.0,64.0,0.0,80.0,1910.0,1044.0,721.0,1910.0,283.0,-980.0
743294,WEST BENGAL,NORTH 24 PARGANAS,289.0,39.0,3.0,83.0,1472.0,899.0,924.0,1472.0,289.0,-860.0
743297,WEST BENGAL,NORTH 24 PARGANAS,136.0,42.0,17.0,87.0,1285.0,530.0,569.0,1285.0,136.0,-488.0
743304,WEST BENGAL,SOUTH 24 PARGANAS,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0
743312,WEST BENGAL,SOUTH 24 PARGANAS,664.0,327.0,11.0,1158.0,11530.0,2304.0,2960.0,11530.0,664.0,-1977.0
743318,WEST BENGAL,SOUTH 24 PARGANAS,362.0,232.0,1.0,247.0,5084.0,2005.0,2586.0,5084.0,362.0,-1773.0
743329,WEST BENGAL,SOUTH 24 PARGANAS,3014.0,1509.0,21.0,3730.0,40215.0,7356.0,10112.0,40215.0,3014.0,-5847.0
743330,WEST BENGAL,SOUTH 24 PARGANAS,487.0,151.0,1.0,366.0,5747.0,1807.0,1982.0,5747.0,487.0,-1656.0
743331,WEST BENGAL,SOUTH 24 PARGANAS,85.0,20.0,0.0,86.0,1376.0,465.0,650.0,1376.0,85.0,-445.0
743332,WEST BENGAL,SOUTH 24 PARGANAS,296.0,94.0,0.0,268.0,3132.0,1161.0,1400.0,3132.0,296.0,-1067.0
743336,WEST BENGAL,SOUTH 24 PARGANAS,487.0,158.0,3.0,373.0,5307.0,1312.0,2017.0,5307.0,487.0,-1154.0
743337,WEST BENGAL,SOUTH 24 PARGANAS,960.0,265.0,8.0,859.0,13815.0,3133.0,3468.0,13815.0,960.0,-2868.0
743338,WEST BENGAL,SOUTH 24 PARGANAS,1268.0,387.0,7.0,2137.0,21447.0,4647.0,5328.0,21447.0,1268.0,-4260.0
743345,WEST BENGAL,SOUTH 24 PARGANAS,44.0,20.0,1.0,36.0,649.0,143.0,162.0,649.0,44.0,-123.0
743347,WEST BENGAL,SOUTH 24 PARGANAS,952.0,208.0,43.0,686.0,8629.0,4009.0,4166.0,8629.0,952.0,-3801.0
743348,WEST BENGAL,SOUTH 24 PARGANAS,145.0,36.0,1.0,84.0,1975.0,498.0,830.0,1975.0,145.0,-462.0
743349,WEST BENGAL,SOUTH 24 PARGANAS,1092.0,228.0,9.0,1811.0,19475.0,4259.0,5169.0,19475.0,1092.0,-4031.0
743351,WEST BENGAL,SOUTH 24 PARGANAS,380.0,124.0,6.0,202.0,2787.0,814.0,1480.0,2787.0,380.0,-690.0
743354,WEST BENGAL,SOUTH 24 PARGANAS,574.0,155.0,2.0,457.0,7548.0,1988.0,2525.0,7548.0,574.0,-1833.0
743355,WEST BENGAL,SOUTH 24 PARGANAS,1021.0,253.0,3.0,1241.0,21650.0,2726.0,3774.0,21650.0,1021.0,-2473.0
743356,WEST BENGAL,SOUTH 24 PARGANAS,7.0,0.0,0.0,11.0,105.0,17.0,14.0,105.0,7.0,-17.0
743357,WEST BENGAL,SOUTH 24 PARGANAS,463.0,32.0,0.0,352.0,4173.0,1507.0,2739.0,4173.0,463.0,-1475.0
743363,WEST BENGAL,SOUTH 24 PARGANAS,391.0,83.0,12.0,223.0,3930.0,985.0,1420.0,3930.0,391.0,-902.0
743368,WEST BENGAL,SOUTH 24 PARGANAS,886.0,179.0,3.0,760.0,12601.0,3053.0,3933.0,12601.0,886.0,-2874.0
743370,WEST BENGAL,SOUTH 24 PARGANAS,359.0,105.0,1.0,162.0,3693.0,1149.0,1934.0,3693.0,359.0,-1044.0
743371,WEST BENGAL,SOUTH 24 PARGANAS,436.0,77.0,1.0,265.0,2297.0,2221.0,2276.0,2297.0,436.0,-2144.0
743372,WEST BENGAL,SOUTH 24 PARGANAS,638.0,243.0,2.0,428.0,9502.0,2576.0,3140.0,9502.0,638.0,-2333.0
743373,WEST BENGAL,SOUTH TWENTY FOUR PARGANAS,641.0,80.0,3.0,379.0,4214.0,3000.0,3365.0,4214.0,641.0,-2920.0
743374,WEST BENGAL,SOUTH 24 PARGANAS,283.0,55.0,2.0,193.0,3430.0,1937.0,1795.0,3430.0,283.0,-1882.0
743375,WEST BENGAL,SOUTH 24 PARGANAS,671.0,127.0,2.0,651.0,11953.0,2417.0,2994.0,11953.0,671.0,-2290.0
743376,WEST BENGAL,SOUTH 24 PARGANAS,1036.0,274.0,9.0,1171.0,15750.0,2767.0,3590.0,15750.0,1036.0,-2493.0
743377,WEST BENGAL,SOUTH 24 PARGANAS,238.0,63.0,0.0,117.0,2450.0,1077.0,997.0,2450.0,238.0,-1014.0
743378,WEST BENGAL,SOUTH 24 PARGANAS,176.0,96.0,1.0,167.0,2310.0,621.0,1231.0,2310.0,176.0,-525.0
743383,WEST BENGAL,SOUTH 24 PARGANAS,463.0,78.0,2.0,512.0,5554.0,3036.0,3396.0,5554.0,463.0,-2958.0
743384,WEST BENGAL,SOUTH 24 PARGANAS,31.0,10.0,1.0,12.0,416.0,217.0,186.0,416.0,31.0,-207.0
743385,WEST BENGAL,SOUTH 24 PARGANAS,33.0,2.0,0.0,22.0,349.0,57.0,59.0,349.0,33.0,-55.0
743387,WEST BENGAL,SOUTH 24 PARGANAS,449.0,146.0,2.0,250.0,4427.0,1514.0,2471.0,4427.0,449.0,-1368.0
743389,WEST BENGAL,SOUTH 24 PARGANAS,0.0,0.0,0.0,4.0,3.0,0.0,2.0,3.0,0.0,0.0
743390,WEST BENGAL,SOUTH 24 PARGANAS,17.0,2.0,0.0,4.0,73.0,23.0,16.0,73.0,17.0,-21.0
743391,WEST BENGAL,SOUTH 24 PARGANAS,64.0,9.0,0.0,33.0,902.0,203.0,260.0,902.0,64.0,-194.0
743392,WEST BENGAL,SOUTH 24 PARGANAS,7.0,2.0,0.0,9.0,54.0,11.0,13.0,54.0,7.0,-9.0
743395,WEST BENGAL,SOUTH 24 PARGANAS,255.0,83.0,2.0,233.0,3725.0,758.0,957.0,3725.0,255.0,-675.0
743396,WEST BENGAL,SOUTH 24 PARGANAS,25.0,25.0,2.0,47.0,500.0,202.0,204.0,500.0,25.0,-177.0
743398,WEST BENGAL,SOUTH 24 PARGANAS,47.0,13.0,0.0,29.0,514.0,259.0,243.0,514.0,47.0,-246.0
743399,WEST BENGAL,SOUTH 24 PARGANAS,679.0,296.0,16.0,672.0,7513.0,2682.0,3346.0,7513.0,679.0,-2386.0
743401,WEST BENGAL,NORTH 24 PARGANAS,389.0,81.0,2.0,259.0,4773.0,1729.0,1464.0,4773.0,389.0,-1648.0
743405,WEST BENGAL,NORTH 24 PARGANAS,80.0,7.0,3.0,27.0,355.0,185.0,230.0,355.0,80.0,-178.0
743411,WEST BENGAL,NORTH 24 PARGANAS,61.0,10.0,2.0,21.0,665.0,376.0,470.0,665.0,61.0,-366.0
743412,WEST BENGAL,NORTH 24 PARGANAS,203.0,28.0,3.0,90.0,1971.0,882.0,1060.0,1971.0,203.0,-854.0
743413,WEST BENGAL,NORTH TWENTY FOUR PARGANAS,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,-1.0
743414,WEST BENGAL,NORTH TWENTY FOUR PARGANAS,0.0,0.0,0.0,0.0,4.0,0.0,2.0,4.0,0.0,0.0
743422,WEST BENGAL,NORTH 24 PARGANAS,398.0,82.0,3.0,192.0,3545.0,1550.0,1867.0,3545.0,398.0,-1468.0
743423,WEST BENGAL,NORTH 24 PARGANAS,1901.0,493.0,149.0,644.0,11866.0,3432.0,3379.0,11866.0,1901.0,-2939.0
743424,WEST BENGAL,NORTH 24 PARGANAS,845.0,131.0,3.0,371.0,7556.0,2345.0,2040.0,7556.0,845.0,-2214.0
743425,WEST BENGAL,NORTH 24 PARGANAS,1225.0,311.0,6.0,745.0,11141.0,3094.0,3878.0,11141.0,1225.0,-2783.0
743426,WEST BENGAL,NORTH 24 PARGANAS,287.0,84.0,2.0,218.0,4069.0,1632.0,1828.0,4069.0,287.0,-1548.0
743427,WEST BENGAL,NORTH 24 PARGANAS,470.0,87.0,1.0,173.0,2588.0,1563.0,1689.0,2588.0,470.0,-1476.0
743428,WEST BENGAL,NORTH 24 PARGANAS,231.0,23.0,2.0,125.0,2836.0,944.0,884.0,2836.0,231.0,-921.0
743429,WEST BENGAL,NORTH 24 PARGANAS,325.0,88.0,0.0,168.0,2516.0,1093.0,1460.0,2516.0,325.0,-1005.0
743435,WEST BENGAL,NORTH 24 PARGANAS,137.0,48.0,3.0,167.0,3398.0,733.0,1114.0,3398.0,137.0,-685.0
743437,WEST BENGAL,NORTH 24 PARGANAS,242.0,58.0,14.0,68.0,1651.0,1033.0,875.0,1651.0,242.0,-975.0
743438,WEST BENGAL,NORTH 24 PARGANAS,241.0,35.0,3.0,140.0,2347.0,812.0,798.0,2347.0,241.0,-777.0
743439,WEST BENGAL,NORTH 24 PARGANAS,201.0,35.0,2.0,146.0,4939.0,818.0,1187.0,4939.0,201.0,-783.0
743441,WEST BENGAL,NORTH 24 PARGANAS,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0
743442,WEST BENGAL,NORTH 24 PARGANAS,432.0,80.0,1.0,462.0,6137.0,2211.0,3385.0,6137.0,432.0,-2131.0
743445,WEST BENGAL,NORTH 24 PARGANAS,333.0,66.0,2.0,203.0,4102.0,1228.0,1182.0,4102.0,333.0,-1162.0
743446,WEST BENGAL,NORTH 24 PARGANAS,227.0,73.0,2.0,252.0,3693.0,1252.0,1937.0,3693.0,227.0,-1179.0
743456,WEST BENGAL,NORTH 24 PARGANAS,378.0,99.0,2.0,461.0,6432.0,1815.0,2216.0,6432.0,378.0,-1716.0
743502,WEST BENGAL,SOUTH 24 PARGANAS,1867.0,280.0,11.0,1987.0,28570.0,5949.0,7236.0,28570.0,1867.0,-5669.0
743503,WEST BENGAL,SOUTH 24 PARGANAS,1146.0,340.0,6.0,1377.0,19445.0,5075.0,6099.0,19445.0,1146.0,-4735.0
743504,WEST BENGAL,SOUTH 24 PARGANAS,499.0,126.0,1.0,298.0,6358.0,2240.0,2624.0,6358.0,499.0,-2114.0
743507,WEST BENGAL,SOUTH 24 PARGANAS,140.0,12.0,0.0,72.0,1246.0,507.0,448.0,1246.0,140.0,-495.0
743513,WEST BENGAL,SOUTH 24 PARGANAS,327.0,68.0,0.0,240.0,4024.0,1409.0,1724.0,4024.0,327.0,-1341.0
743601,WEST BENGAL,SOUTH 24 PARGANAS,36.0,12.0,0.0,36.0,552.0,144.0,215.0,552.0,36.0,-132.0
743603,WEST BENGAL,SOUTH 24 PARGANAS,4.0,2.0,0.0,2.0,18.0,3.0,8.0,18.0,4.0,-1.0
743606,WEST BENGAL,SOUTH 24 PARGANAS,24.0,1.0,0.0,32.0,225.0,24.0,62.0,225.0,24.0,-23.0
743609,WEST BENGAL,SOUTH 24 PARGANAS,348.0,72.0,0.0,293.0,4990.0,1003.0,1646.0,4990.0,348.0,-931.0
743610,WEST BENGAL,SOUTH 24 PARGANAS,478.0,167.0,0.0,294.0,6010.0,1822.0,2745.0,6010.0,478.0,-1655.0
743611,WEST BENGAL,SOUTH 24 PARGANAS,344.0,114.0,5.0,270.0,3153.0,883.0,1379.0,3153.0,344.0,-769.0
743613,WEST BENGAL,SOUTH 24 PARGANAS,51.0,19.0,0.0,66.0,914.0,201.0,238.0,914.0,51.0,-182.0
743700,WEST BENGAL,NORTH TWENTY FOUR PARGANAS,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
743701,WEST BENGAL,NORTH 24 PARGANAS,101.0,15.0,2.0,25.0,704.0,237.0,319.0,704.0,101.0,-222.0
743702,WEST BENGAL,NORTH 24 PARGANAS,74.0,20.0,1.0,44.0,399.0,494.0,561.0,399.0,74.0,-474.0
743704,WEST BENGAL,NORTH 24 PARGANAS,184.0,40.0,12.0,170.0,2686.0,1178.0,928.0,2686.0,184.0,-1138.0
743710,WEST BENGAL,NORTH 24 PARGANAS,193.0,36.0,14.0,112.0,1565.0,429.0,536.0,1565.0,193.0,-393.0
743711,WEST BENGAL,NORTH 24 PARGANAS,342.0,73.0,3.0,189.0,3445.0,1031.0,1007.0,3445.0,342.0,-958.0
744101,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMAN,30.0,3.0,0.0,63.0,632.0,1215.0,1693.0,632.0,30.0,-1212.0
744102,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMAN,30.0,3.0,0.0,40.0,202.0,353.0,234.0,202.0,30.0,-350.0
744103,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,59.0,2.0,0.0,86.0,882.0,1373.0,903.0,882.0,59.0,-1371.0
744104,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMAN,6.0,0.0,0.0,1.0,19.0,55.0,38.0,19.0,6.0,-55.0
744105,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,75.0,1.0,0.0,139.0,1166.0,1478.0,1033.0,1166.0,75.0,-1477.0
744106,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMAN,18.0,3.0,0.0,36.0,296.0,394.0,353.0,296.0,18.0,-391.0
744107,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMAN,16.0,1.0,0.0,32.0,209.0,530.0,275.0,209.0,16.0,-529.0
744112,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMAN,4.0,0.0,0.0,19.0,79.0,111.0,84.0,79.0,4.0,-111.0
744201,ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,11.0,1.0,0.0,1.0,91.0,500.0,361.0,91.0,11.0,-499.0
744202,ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,49.0,3.0,0.0,99.0,1411.0,1452.0,1023.0,1411.0,49.0,-1449.0
744203,ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,5.0,0.0,0.0,0.0,5.0,11.0,9.0,5.0,5.0,-11.0
744204,ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,20.0,0.0,0.0,7.0,154.0,606.0,479.0,154.0,20.0,-606.0
744205,ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,26.0,0.0,0.0,2.0,144.0,813.0,449.0,144.0,26.0,-813.0
744206,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMAN,32.0,2.0,0.0,15.0,275.0,477.0,352.0,275.0,32.0,-475.0
744207,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMAN,16.0,2.0,0.0,8.0,172.0,854.0,387.0,172.0,16.0,-852.0
744209,ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,8.0,0.0,0.0,3.0,55.0,243.0,155.0,55.0,8.0,-243.0
744210,ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,9.0,0.0,0.0,0.0,39.0,155.0,133.0,39.0,9.0,-155.0
744211,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMAN,0.0,0.0,0.0,8.0,65.0,193.0,111.0,65.0,0.0,-193.0
744301,ANDAMAN AND NICOBAR ISLANDS,NICOBAR,57.0,11.0,0.0,46.0,648.0,331.0,403.0,648.0,57.0,-320.0
744302,ANDAMAN AND NICOBAR ISLANDS,NICOBAR,3.0,0.0,0.0,3.0,25.0,196.0,108.0,25.0,3.0,-196.0
744303,ANDAMAN AND NICOBAR ISLANDS,NICOBAR,4.0,0.0,0.0,6.0,45.0,386.0,251.0,45.0,4.0,-386.0
744304,ANDAMAN AND NICOBAR ISLANDS,NICOBAR,1.0,0.0,0.0,3.0,15.0,80.0,58.0,15.0,1.0,-80.0
751001,ODISHA,KHORDHA,70.0,19.0,1.0,89.0,697.0,872.0,1281.0,697.0,70.0,-853.0
751002,ODISHA,KHORDHA,178.0,44.0,14.0,300.0,2685.0,2233.0,4154.0,2685.0,178.0,-2189.0
751003,ODISHA,KHORDHA,121.0,40.0,8.0,175.0,1307.0,1561.0,2579.0,1307.0,121.0,-1521.0
751004,ODISHA,KHORDA,3.0,1.0,0.0,6.0,47.0,31.0,55.0,47.0,3.0,-30.0
751005,ODISHA,KHORDA,3.0,1.0,1.0,2.0,41.0,61.0,63.0,41.0,3.0,-60.0
751006,ODISHA,KHORDHA,60.0,22.0,1.0,180.0,1145.0,1147.0,2031.0,1145.0,60.0,-1125.0
751007,ODISHA,KHORDA,60.0,9.0,6.0,68.0,441.0,629.0,1079.0,441.0,60.0,-620.0
751008,ODISHA,KHORDA,1.0,0.0,0.0,0.0,8.0,2.0,3.0,8.0,1.0,-2.0
751009,ODISHA,KHORDA,21.0,10.0,1.0,35.0,249.0,371.0,532.0,249.0,21.0,-361.0
751010,ODISHA,KHORDA,52.0,15.0,3.0,80.0,628.0,720.0,1065.0,628.0,52.0,-705.0
751011,ODISHA,KHORDA,0.0,0.0,0.0,2.0,14.0,11.0,6.0,14.0,0.0,-11.0
751012,ODISHA,KHORDHA,48.0,10.0,2.0,118.0,683.0,759.0,1170.0,683.0,48.0,-749.0
751013,ODISHA,KHORDA,71.0,16.0,1.0,202.0,951.0,881.0,1118.0,951.0,71.0,-865.0
751014,ODISHA,KHORDA,15.0,4.0,0.0,33.0,273.0,288.0,473.0,273.0,15.0,-284.0
751015,ODISHA,KHORDA,36.0,10.0,1.0,65.0,395.0,464.0,616.0,395.0,36.0,-454.0
751016,ODISHA,KHORDA,47.0,13.0,3.0,94.0,509.0,589.0,839.0,509.0,47.0,-576.0
751017,ODISHA,KHORDA,47.0,12.0,0.0,83.0,448.0,626.0,930.0,448.0,47.0,-614.0
751018,ODISHA,KHORDA,49.0,17.0,0.0,72.0,596.0,552.0,726.0,596.0,49.0,-535.0
751019,ODISHA,KHORDHA,112.0,37.0,3.0,191.0,1451.0,1541.0,3180.0,1451.0,112.0,-1504.0
751020,ODISHA,KHORDA,34.0,6.0,0.0,55.0,477.0,391.0,535.0,477.0,34.0,-385.0
751021,ODISHA,KHORDA,38.0,7.0,2.0,51.0,373.0,639.0,1198.0,373.0,38.0,-632.0
751022,ODISHA,KHORDA,18.0,1.0,1.0,35.0,139.0,301.0,402.0,139.0,18.0,-300.0
751023,ODISHA,KHORDA,7.0,1.0,0.0,10.0,79.0,98.0,113.0,79.0,7.0,-97.0
751024,ODISHA,KHORDA,149.0,85.0,93.0,183.0,1433.0,1250.0,2215.0,1433.0,149.0,-1165.0
751025,ODISHA,KHORDA,21.0,4.0,1.0,67.0,486.0,355.0,502.0,486.0,21.0,-351.0
751028,ODISHA,KHORDA,7.0,1.0,0.0,2.0,34.0,8.0,15.0,34.0,7.0,-7.0
751029,ODISHA,KHORDA,31.0,19.0,2.0,39.0,499.0,159.0,371.0,499.0,31.0,-140.0
751030,ODISHA,KHORDA,73.0,25.0,3.0,75.0,617.0,542.0,881.0,617.0,73.0,-517.0
751031,ODISHA,KHORDA,21.0,9.0,2.0,28.0,104.0,82.0,130.0,104.0,21.0,-73.0
752001,ODISHA,PURI,139.0,47.0,0.0,255.0,2620.0,1628.0,2211.0,2620.0,139.0,-1581.0
752002,ODISHA,PURI,271.0,54.0,0.0,290.0,2150.0,2748.0,4035.0,2150.0,271.0,-2694.0
752003,ODISHA,PURI,3.0,7.0,0.0,7.0,45.0,26.0,23.0,45.0,3.0,-19.0
752011,ODISHA,PURI,308.0,50.0,0.0,363.0,2270.0,3576.0,3293.0,2270.0,308.0,-3526.0
752012,ODISHA,PURI,113.0,21.0,0.0,191.0,1633.0,1331.0,1520.0,1633.0,113.0,-1310.0
752013,ODISHA,PURI,50.0,5.0,0.0,99.0,483.0,899.0,700.0,483.0,50.0,-894.0
752014,ODISHA,PURI,119.0,33.0,1.0,265.0,2005.0,1660.0,1833.0,2005.0,119.0,-1627.0
752015,ODISHA,PURI,101.0,16.0,0.0,154.0,1000.0,1406.0,1368.0,1000.0,101.0,-1390.0
752016,ODISHA,PURI,98.0,13.0,0.0,135.0,915.0,1195.0,1071.0,915.0,98.0,-1182.0
